"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
2728,"5/5/15 0:00:00","0031",5,"Z-2676-BF","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002","CL / MOSEN JOSE MARTINEZ 18                                                 ","50011",6,5.2300
2729,"5/5/15 0:00:00","0088",5,"Z-2676-BF","CL / COMUNEROS DE CASTILLA 1                                                ","50002","CL / AVD. MADRID 283                                                        ","50010",10,5.8300
2730,"5/5/15 0:00:00","0006",6,"Z-4678-BF","CL / LACAMBRA  BL 6 2                                                       ","50015","CL / MIGUEL SERET 177                                       ","50002",6,59.0000
2731,"5/5/15 0:00:00","0027",7,"Z-8113-BK","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002","CL / CAMINO CABALDOS 1                                                      ","50013",1,13.1100
2732,"5/5/15 0:00:00","0072",7,"Z-8113-BK","CL / Nº SRA. DEL AGUA 4                                                     ","50007","CL / VIA HISPANIDAD 61 6 1C                                 ","50012",9,105.6500
2733,"5/5/15 0:00:00","0023",8,"Z-8114-BK","CL / MIGUEL ASSO 7                                                          ","50014","CL / PORTUGAL 16                                                            ","50010",9,85.0000
2734,"6/5/15 0:00:00","0017",7,"3851-CBT","CL / VALLE ZURIZA, 15                                                       ","50015","CL / MIGUEL ARTIGAS 11                                                      ","50011",3,44.6600
2735,"6/5/15 0:00:00","0046",7,"3851-CBT","CL / JORDANA 4                                                              ","50010","CL / COSO,  47                                                              ","50003",5,287.2200
2736,"6/5/15 0:00:00","0051",8,"8745-CBF","CL / COIMBRA  6                                                             ","50008","CL / MARTIN CORTES 25                                                       ","50005",10,291.8900
2737,"6/5/15 0:00:00","0060",9,"Z-2345-BJ","CL / TENIENTE CATALAN 3                                                     ","50005","CL / ARGUALAS 2                                             ","50012",9,268.4400
2738,"6/5/15 0:00:00","0008",1,"Z-2675-BF","CL / CAMINO DEL PILON 47                                                    ","50011","CL / MIGUEL SERVET 177                                      ","50002",10,5.1800
2739,"6/5/15 0:00:00","0023",1,"Z-2675-BF","CL / VICENTE BERDUSAN 46                                                    ","50010","CL / BRETON  1                                                              ","50005",7,5.4800
2740,"6/5/15 0:00:00","0015",1,"Z-2675-BF","CL / CARLOS MARX 2-4                                                        ","50015","CL / SAN CLEMENTE 10                                                        ","50001",8,5.3200
2741,"6/5/15 0:00:00","0076",1,"Z-2675-BF","CL / CARRT.MIRALBUENO 277                                   ","50011","CL / PADRE MANJON, 36                                                       ","50010",4,5.2500
2742,"6/5/15 0:00:00","0018",1,"Z-2675-BF","CL / AVDA MADRID 97                                                         ","50010","CL / SANTA ISABEL 2                                                         ","50003",5,5.4100
2743,"6/5/15 0:00:00","0031",2,"Z-2676-BF","CL / ROSAS 13                                                               ","50009","CL / CESAR AUGUSTO 5                                                        ","50004",9,6.3000
2744,"6/5/15 0:00:00","0028",2,"Z-2676-BF","CL / FLORIAN REY 10                                         ","50002","CL / MIGUEL SERVET 86-90 LOCA                                               ","50013",3,5.2000
2745,"6/5/15 0:00:00","0076",3,"Z-4678-BF","CL / UNCETA 39                                                              ","50010","CL / FERNANDO EL CATOLICO 2 PRIN                                            ","50005",9,86.5500
2746,"6/5/15 0:00:00","0028",4,"Z-8113-BK","CL / FLORIAN REY 10                                         ","50002","CL / BOLIVIA 67                                                             ","50010",7,113.9500
2747,"6/5/15 0:00:00","0010",5,"Z-8114-BK","CL / ASALTO 45                                                              ","50002","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002",5,47.4500
2748,"7/5/15 0:00:00","0020",4,"3851-CBT","CL / ROSAS 16-19                                                            ","50009","AV / COMPROMISO DE CASPE 80                                 ","50002",5,224.6100
2749,"7/5/15 0:00:00","0012",5,"8745-CBF","PA / CALANDA  72                                                            ","50010","CL / MONASTERIO DE ALAHON  1-3                                              ","50002",8,146.6700
2750,"7/5/15 0:00:00","0047",5,"8745-CBF","PI / COGULLADA - BENJAMIN FRANKLIN 3                                        ","50014","CL / RUSIÑOL 8                                              ","50002",10,280.0600
2751,"7/5/15 0:00:00","0064",6,"Z-2345-BJ","CL / EL GRECO - P. ARGUALAS 14                              ","50012","CL / ANTONIO MAURA 43                                                       ","50013",2,41.4400
2752,"7/5/15 0:00:00","0009",7,"Z-2675-BF","CL / SAN JUAN DE LA CRUZ 22                                                 ","50006","CL / MONASTERIO DE SIRESA 9-11                              ","50002",8,5.3400
2753,"7/5/15 0:00:00","0077",7,"Z-2675-BF","CL / MIGUEL SERVET         117                                              ","50013","CL / COSO, OFICINA PRINCIPAL 67                                             ","50001",5,5.2200
2754,"7/5/15 0:00:00","0090",7,"Z-2675-BF","CL / MOLINO DE LAS ARMAS 42                                                 ","50014","CL / SAN JORGE  5                                                           ","50001",8,5.6900
2755,"7/5/15 0:00:00","0057",7,"Z-2675-BF","CL / MOSEN JOSE MARTINEZ 18                                                 ","50011","CL / JARDINES DE LA ESTRELLA POLAR 10  1º C                 ","50012",10,5.3800
2756,"7/5/15 0:00:00","0014",8,"Z-2676-BF","CL / DOCTOR IRANZO 84                                       ","50002","CL / MARIA MOLINER 71                                                       ","50007",4,5.2600
2757,"7/5/15 0:00:00","0073",8,"Z-2676-BF","CL / FRAY JUAN REGLA  37                                                    ","50010","CL / ARZOBISPO DOMENECH 5                                                   ","50006",3,5.1100
2758,"7/5/15 0:00:00","0086",8,"Z-2676-BF","CL / SEPULCRO 21                                                            ","50001","PI / EL PORTAZGO BLOQUE B NAVE 12 0                                         ","50011",3,5.3100
2759,"7/5/15 0:00:00","0037",9,"Z-4678-BF","PA / LA CONSTITUCION  26                                                    ","50001","CL / CAPITAN PUERTOLAS,  1-5                                ","50002",3,42.7600
2760,"7/5/15 0:00:00","0088",1,"Z-8113-BK","CL / CORTES DE ARAGON 38                                                    ","50005","CL / ALBERT EINSTEIN,  3                                                    ","50014",3,38.1100
2761,"7/5/15 0:00:00","0073",2,"Z-8114-BK","CL / POLIGONO NIDO, P COGULLADA 17                                          ","50014","CL / PASEO LA RIBERA 3  8º B                                                ","50015",7,69.8800
2762,"8/5/15 0:00:00","0079",5,"3851-CBT","CL / PABLO PARELLADA 27                                                     ","50007","CL / JOSE MANUEL BLECUA 26                                  ","50011",2,47.9800
2763,"8/5/15 0:00:00","0030",5,"3851-CBT","CL / LEOPOLDO ROMEO,  18                                    ","50002","CL / UNCETA 48                                                              ","50010",1,41.8900
2764,"8/5/15 0:00:00","0024",6,"8745-CBF","CL / SAN PEDRO NOLASCO 1                                                    ","50001","CL / COMUNEROS DE CASTILLA 1                                ","50002",4,75.5000
2765,"8/5/15 0:00:00","0046",6,"8745-CBF","CL / OBISPO TAJON 2                                                         ","50005","CL / CLARA CAMPOAMOR 2-4                                                    ","50015",2,40.1300
2766,"8/5/15 0:00:00","0081",7,"Z-2345-BJ","AV / MADRID 129 1  BC                                                       ","50010","CL / CAMINO MIRALBUENO 172                                  ","50011",3,37.3200
2767,"8/5/15 0:00:00","0005",7,"Z-2345-BJ","CL / MADRE SACRAMENTO,  37                                                  ","50008","CL / ARIAS 23                                                               ","50010",9,111.6500
2768,"8/5/15 0:00:00","0006",8,"Z-2675-BF","PA / CONSTITUCION 16 9º C                                                   ","50008","CL / MIGUEL SERET 177                                       ","50002",4,5.0300
2769,"8/5/15 0:00:00","0090",8,"Z-2675-BF","CL / DON PEDRO DE LUNA  5                                                   ","50010","CAR/ . CASTELLON POL SAN CARLOS 4-5-6                                       ","50013",8,5.2900
2770,"8/5/15 0:00:00","0027",8,"Z-2675-BF","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002","CL / BLANCA DE NAVARRA,  44                                                 ","50010",1,5.1000
2771,"8/5/15 0:00:00","0080",8,"Z-2675-BF","CM / CABALDOS 60                                                            ","50013","CL / ALBERT EINSTEIN,  3                                                    ","50014",10,5.5900
2772,"8/5/15 0:00:00","0042",8,"Z-2675-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / CESAR AGUSTO 72                                                        ","50003",2,5.1100
2773,"9/5/15 0:00:00","0047",1,"3851-CBT","CL / RUSIÑOL 8                                              ","50002","CL / PABLO REMACHA 17                                                       ","50008",8,187.8800
2774,"9/5/15 0:00:00","0064",1,"3851-CBT","CL / EL GRECO - P. ARGUALAS 14                              ","50012","CL / PADRE MANJON 1                                                         ","50010",9,202.9300
2775,"9/5/15 0:00:00","0058",2,"8745-CBF","CL / COMPROMISO DE CASPE 3                                                  ","50002","CL / MIGUEL SERVET, 177                                                     ","50013",2,20.7000
2776,"9/5/15 0:00:00","0068",2,"8745-CBF","CL / SANGENIS 32 LOCAL                                                      ","50010","CL / MONASTERIO DE SAMOS 23                                                 ","50013",1,30.6100
2777,"9/5/15 0:00:00","0077",3,"Z-2345-BJ","CL / SAN ANTONIO Mª CLARET  47                                              ","50005","CL / MIGUEL ARTIGAS 11                                      ","50011",5,254.3100
2778,"9/5/15 0:00:00","0060",4,"Z-2675-BF","CL / ARGUALAS 2                                             ","50012","CL / PAMPLONA ESCUDERO 37  1 D                                              ","50005",1,5.0500
2779,"9/5/15 0:00:00","0088",4,"Z-2675-BF","CL / SANTIAGO DULONG 8                                      ","50003","CL / UNCETA 58                                                              ","50010",7,6.2400
2780,"10/5/15 0:00:00","0038",3,"3851-CBT","CL / JULIANA LARENA 3                                                       ","50014","CL / LEOPOLDO ROMERO  8                                     ","50002",10,466.0300
2781,"10/5/15 0:00:00","0011",4,"8745-CBF","CL / MIGUEL SERVET 177                                      ","50002","CL / PREDICADORES 83                                                        ","50003",3,116.0000
2782,"10/5/15 0:00:00","0034",5,"Z-2345-BJ","CL / AVENIDA NAVARRA 63                                                     ","50010","AV / SAN JOSE 70                                                            ","50008",9,108.8600
2783,"10/5/15 0:00:00","0009",5,"Z-2345-BJ","CL / ARIAS 12-14                                                            ","50010","CL / BALTASAR GARCIAN  1 4ª D                                               ","50005",5,98.7800
2784,"10/5/15 0:00:00","0079",6,"Z-2675-BF","CL / AVDA CESAR AUGUSTO 90                                                  ","50003","CL / JOSE MANUEL BLECUA 26                                  ","50011",10,5.6000
2785,"10/5/15 0:00:00","0026",6,"Z-2675-BF","CL / LA RIPA 2                                                              ","50006","CL / ASALTO 45                                              ","50002",3,5.3900
2786,"10/5/15 0:00:00","0081",6,"Z-2675-BF","CL / PABLO RUIZ PICASO  51                                                  ","50015","CL / CAMINO MIRALBUENO 172                                  ","50011",4,5.1700
2787,"10/5/15 0:00:00","0041",7,"Z-2676-BF","CL / CAMINO MIRALBUENO 172                                                  ","50011","CL / COMPROMISO DE CASPE, 83                                ","50002",2,5.1700
2788,"10/5/15 0:00:00","0076",7,"Z-2676-BF","CL / ROSAS 16-19                                                            ","50009","CL / RIO CINCA 44                                                           ","50003",6,5.3800
2789,"10/5/15 0:00:00","0074",7,"Z-2676-BF","CL / FRAY LUIS DE LEON 9 DPO                                ","50011","CL / COMUNEROS DE CASTILLA 1                                                ","50002",9,5.4500
2790,"10/5/15 0:00:00","0039",7,"Z-2676-BF","PA /  ECHEGARAY CABALLERO, 76                                               ","50001","AV / CATALUÑA  243                                                          ","50014",2,5.1500
2791,"10/5/15 0:00:00","0014",8,"Z-4678-BF","CL / BOLONIA 22                                                             ","50008","CL / DOCTOR IRANZO 84                                       ","50002",10,69.5500
2792,"10/5/15 0:00:00","0030",8,"Z-4678-BF","CL / DOCTOR HORNO 26                                                        ","50004","CL / SEVILLA  28                                                            ","50006",10,65.1100
2793,"10/5/15 0:00:00","0012",9,"Z-8113-BK","CL / PASEO CUELLAR 20                                                       ","50006","CL / SAN VICENTE MARTIR 24                                  ","50080",7,130.4300
2794,"10/5/15 0:00:00","0079",1,"Z-8114-BK","CL / UNCETA 39                                                              ","50010","CL / UNCETA 86-88                                                           ","50010",9,58.3000
2795,"10/5/15 0:00:00","0034",1,"Z-8114-BK","CL / UNCETA  57                                                             ","50010","CL / SAN JORGE  5                                                           ","50001",9,113.0500
2796,"11/5/15 0:00:00","0062",9,"3851-CBT","CL / ALBERT EINSTEIN,  3                                                    ","50014","CL / SAN ANTONIO Mª CLARET 30                                               ","50014",6,129.3900
2797,"11/5/15 0:00:00","0050",9,"3851-CBT","CL / MARIANO BARBASAN 10 BAJO                               ","50002","CL / CASPE 10                                                               ","50010",4,235.6700
2798,"11/5/15 0:00:00","0047",1,"8745-CBF","CL / RUSIÑOL 8                                              ","50002","CL / ARZOBISPO DOMENECH 23                                                  ","50006",5,85.4900
2799,"11/5/15 0:00:00","0015",1,"8745-CBF","CL / DAROCA 80-82                                                           ","50010","CL / PASEO DE CALANDA 49                                                    ","50010",1,30.9800
2800,"11/5/15 0:00:00","0052",2,"Z-2345-BJ","CL / ISABEL DE SANTO DOMINGO  32                                            ","50014","CL / AMISTAD 017                                            ","50002",4,28.0100
2801,"11/5/15 0:00:00","0051",2,"Z-2345-BJ","CL / MONEGROS  8 LOCAL                                                      ","50003","CL / CACERES  10                                                            ","50008",6,153.3900
2802,"11/5/15 0:00:00","0054",3,"Z-2675-BF","CL / MIGUEL SERVET 177                                                      ","50002","CL / FRAY LUIS URBANO 27                                    ","50002",7,5.3900
2803,"11/5/15 0:00:00","0009",3,"Z-2675-BF","AV / NAVARRA 44                                                             ","50010","CL / MONASTERIO DE SIRESA 9-11                              ","50002",4,5.1000
2804,"11/5/15 0:00:00","0090",3,"Z-2675-BF","CL / MILAGROSA 7 7                                                          ","50009","CL / PREDICADORES 83                                        ","50003",9,5.3100
2805,"11/5/15 0:00:00","0089",3,"Z-2675-BF","CL / CESARIO ALIERTA 86                                                     ","50008","CL / RODRIGO REBOLLEDO 36 DPDO                              ","50002",4,5.2400
2806,"11/5/15 0:00:00","0042",3,"Z-2675-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / PASEO CUELLAR 20                                                       ","50006",10,5.5000
2807,"11/5/15 0:00:00","0037",4,"Z-2676-BF","CL / VICENTE BERDUSAN 2 LOCAL                                               ","50010","CL / CAPITAN PUERTOLAS,  1-5                                ","50002",8,5.3500
2808,"11/5/15 0:00:00","0062",4,"Z-2676-BF","CL / PADRE LANDA 11                                                         ","50003","CL / SAN JUAN DE LA CRUZ 22                                                 ","50006",2,5.1500
2809,"11/5/15 0:00:00","0049",4,"Z-2676-BF","CL / ISLA  GRACIOSA 25                                                      ","50015","PZA/ SAN MIGUEL 12                                          ","50002",7,5.6300
2810,"11/5/15 0:00:00","0076",5,"Z-4678-BF","CL / CARRT.MIRALBUENO 277                                   ","50011","CL / MONASTERIO DE OBARRA,  2-4 BAJO                                        ","50002",2,34.9700
2811,"11/5/15 0:00:00","0026",6,"Z-8113-BK","CL / ASALTO 45                                              ","50002","CL / CORONA DE ARAGON 18                                                    ","50003",10,325.2000
2812,"11/5/15 0:00:00","0001",7,"Z-8114-BK","CL / BELGICA 5-7                                            ","50070","CL / FRANCISCO VITORIA 15                                                   ","50008",7,23.4800
2813,"11/5/15 0:00:00","0085",7,"Z-8114-BK","CL / MOSEN JOSE MARTINEZ 18                                 ","50011","CL / MATHEU 22                                                              ","50015",7,86.7700
2814,"12/5/15 0:00:00","0049",4,"3851-CBT","CL / OVIEDO 178 4 B                                                         ","50007","PZA/ SAN MIGUEL 12                                          ","50002",9,408.9800
2815,"12/5/15 0:00:00","0008",5,"8745-CBF","CL / MIGUEL SERVET 177                                      ","50002","CL / PADRE POLANCO 21 LOC.                                                  ","50008",1,31.2600
2816,"12/5/15 0:00:00","0070",6,"Z-2345-BJ","CL / BRETON  1                                                              ","50005","AV / GOMEZ LAGUNA 151-155                                   ","50012",2,50.6300
2817,"12/5/15 0:00:00","0006",7,"Z-2675-BF","CL / MIGUEL SERET 177                                       ","50002","CL / LA RIPA 3-5                                                            ","50006",9,5.4000
2818,"12/5/15 0:00:00","0046",7,"Z-2675-BF","CL / VIA HISPANIDAD 61 6 1C                                                 ","50012","CL / MONASTERIO DE ALAHON  1-3                              ","50002",10,5.4500
2819,"12/5/15 0:00:00","0066",7,"Z-2675-BF","CL / MIGUEL SERVET 177                                                      ","50002","CL / BARCELONA, 41                                                          ","50010",3,5.3400
2820,"12/5/15 0:00:00","0016",7,"Z-2675-BF","CL / MIGUEL SERVET 177                                      ","50002","AV / CATALUÑA 165                                                           ","50014",7,5.3500
2821,"12/5/15 0:00:00","0014",8,"Z-2676-BF","CL / DOCTOR IRANZO 84                                       ","50002","CL / PREVISION SOCIAL 1                                                     ","50008",3,5.0500
2822,"12/5/15 0:00:00","0055",8,"Z-2676-BF","CL / BURGOS 24                                                              ","50005","CL / EUGENIA BUESO 9                                        ","50002",7,5.5300
2823,"12/5/15 0:00:00","0025",8,"Z-2676-BF","CL / SAN IGNACIO DE LOYOLA 12  3 A                                          ","50008","CL / SAN JORGE  5                                                           ","50001",4,5.3800
2824,"12/5/15 0:00:00","0009",8,"Z-2676-BF","CL / MONASTERIO DE SIRESA 9-11                              ","50002","CL / SAN PEDRO NOLASCO 1                                                    ","50001",8,5.4800
2825,"12/5/15 0:00:00","0021",9,"Z-4678-BF","CL / DON PEDRO DE LUNA 8                                                    ","50010","CL / DOCTOR IRANZO 31                                       ","50002",2,16.4800
2826,"12/5/15 0:00:00","0037",9,"Z-4678-BF","CL / ESCOSURA 47-49                                                         ","50005","CL / SAN JUAN DE LA PEÑA 131                                                ","50015",3,22.8100
2827,"12/5/15 0:00:00","0008",1,"Z-8113-BK","CL / MIGUEL SERVET 177                                      ","50002","CL / MILAGROSA 7 7                                                          ","50009",6,94.3000
2828,"12/5/15 0:00:00","0017",2,"Z-8114-BK","CL / MAESTRO MINGOTE 20-22                                  ","50002","CL / MONEGROS  8 LOCAL                                                      ","50003",5,53.3700
2829,"13/5/15 0:00:00","0064",4,"3851-CBT","PZA/ DEL PILAR 11                                                           ","50003","AV / MADRID 129 1  BC                                                       ","50010",8,552.6700
2830,"13/5/15 0:00:00","0082",5,"8745-CBF","AV / SAN GREGORIO 30                                                        ","50015","CL / POL. IND. PORTAZGO B-3 7                               ","50011",2,22.0900
2831,"13/5/15 0:00:00","0074",5,"8745-CBF","CL / CARTAGENA 47                                                           ","50013","CL / DATO 22                                                                ","50005",5,99.2000
2832,"13/5/15 0:00:00","0007",6,"Z-2345-BJ","CL / MIGUEL SERVET 93-95                                    ","50002","CL / SAN JUAN DE LA CRUZ 22                                                 ","50006",1,9.8900
2833,"13/5/15 0:00:00","0036",6,"Z-2345-BJ","CL / JOSE LUIS BORAU  13                                                    ","50015","CL / MONREAL,  27                                           ","50002",3,75.7000
2834,"13/5/15 0:00:00","0046",7,"Z-2675-BF","CL / ALBERT EINSTEIN,  3                                                    ","50014","CL / MONASTERIO DE ALAHON  1-3                              ","50002",10,5.5800
2835,"13/5/15 0:00:00","0028",7,"Z-2675-BF","CL / FLORIAN REY 10                                         ","50002","CL / COSO 94-96                                                             ","50001",3,5.2000
2836,"13/5/15 0:00:00","0073",7,"Z-2675-BF","CL / CINCO DE MARZO 7                                                       ","50004","CL / CAMINO DEL PILON 47                                    ","50011",10,5.2600
2837,"13/5/15 0:00:00","0088",7,"Z-2675-BF","CC / UTRILLAS PLAZA - P. UTRILLAS 6                                         ","50013","CL / MARCOS ZAPATA 14                                                       ","50010",2,5.0300
2838,"13/5/15 0:00:00","0025",7,"Z-2675-BF","CL / MARTIN CORTES 10-12                                                    ","50005","CL / SANTA ROSA 7                                                           ","50013",6,5.5600
2839,"13/5/15 0:00:00","0084",8,"Z-2676-BF","CL / EUGENIA HUESO 17                                                       ","50002","CL / PROGRESO ESPAÑOL  25-27 3 5 D                          ","50011",2,5.2300
2840,"13/5/15 0:00:00","0064",8,"Z-2676-BF","CL / PIGNATELLI 46                                                          ","50004","CL / EL GRECO - P. ARGUALAS 14                              ","50012",8,5.2600
2841,"13/5/15 0:00:00","0040",8,"Z-2676-BF","CL / LA RIPA 2                                                              ","50006","CL / CARMEN 16                                                              ","50002",1,5.0500
2842,"13/5/15 0:00:00","0043",8,"Z-2676-BF","CL / COMPROMISO DE CASPE 3                                  ","50002","CL / ALAVA 7                                                                ","50009",9,5.8400
2843,"13/5/15 0:00:00","0014",9,"Z-4678-BF","CL / PREDICADORES 20                                                        ","50003","CL / DOCTOR IRANZO 84                                       ","50002",10,62.9500
2844,"13/5/15 0:00:00","0014",9,"Z-4678-BF","CL / DOCTOR IRANZO 84                                       ","50002","CL / ALEJANDRO VOLTA  1                                                     ","50014",4,40.4300
2845,"13/5/15 0:00:00","0068",1,"Z-8113-BK","AV / GIL DE JASA 18                                                         ","50006","CL / ARGUALAS  10-12                                        ","50012",5,91.6400
2846,"13/5/15 0:00:00","0076",2,"Z-8114-BK","CL / CARRT.MIRALBUENO 277                                   ","50011","CL / FITA 22                                                                ","50005",6,23.0700
2847,"13/5/15 0:00:00","0019",2,"Z-8114-BK","CL / MIGUEL SERVET 177                                      ","50002","CL / FRAY JULIAN GARCES 106-110                                             ","50006",1,19.2400
2848,"14/5/15 0:00:00","0047",9,"3851-CBT","CL / RUSIÑOL 8                                              ","50002","CL / CAMIO DEL VADO 23                                                      ","50014",1,39.9400
2849,"14/5/15 0:00:00","0062",1,"8745-CBF","CL / VICENTE BERDUSAN 46                                                    ","50010","CL / CAPITAN ESPONERA  1                                                    ","50004",10,369.6300
2850,"14/5/15 0:00:00","0012",2,"Z-2345-BJ","CL / SAN VICENTE MARTIR 24                                  ","50080","CL / PADRE CONSOLACION 15                                                   ","50003",9,108.2500
2851,"14/5/15 0:00:00","0019",2,"Z-2345-BJ","CL / MARIANO BASELGA 4                                                      ","50015","CL / PEDRO DE LUNA, 18                                                      ","50010",3,57.5500
2852,"14/5/15 0:00:00","0065",3,"Z-2675-BF","CL / ILDENFOSO MANUEL GIL,  2                                               ","50015","CL / VIA IBERICA 149                                        ","50012",9,5.7300
2853,"14/5/15 0:00:00","0040",3,"Z-2675-BF","CL / ESCORIAZA Y FABRO 40                                                   ","50010","CL / BATALLA DE LEPANTO, 7                                  ","50002",7,5.2900
2854,"14/5/15 0:00:00","0087",3,"Z-2675-BF","CL / BRAZATO 3  1º D                                                        ","50012","CL / SALINA 2                                               ","50003",1,5.0400
2855,"14/5/15 0:00:00","0070",3,"Z-2675-BF","CL / COSO 94-96                                                             ","50001","AV / GOMEZ LAGUNA 151-155                                   ","50012",5,5.2700
2856,"14/5/15 0:00:00","0022",4,"Z-2676-BF","CL / D. PEDRO DE LUNA 54                                                    ","50010","CL / DOMINGO RAM 5-7                                                        ","50010",9,5.8100
2857,"14/5/15 0:00:00","0023",4,"Z-2676-BF","CL / VALLE DE BROTO 4-6                                                     ","50015","AV / DE MONTAÑANA 930                                       ","50080",5,5.0600
2858,"14/5/15 0:00:00","0027",4,"Z-2676-BF","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002","CL / MARIA ZAMBRANO 10                                                      ","50015",10,5.0700
2859,"14/5/15 0:00:00","0003",4,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / JUAN IBARBONRU 4-6                                                     ","50013",8,5.2000
2860,"14/5/15 0:00:00","0004",4,"Z-2676-BF","CL / VIA UNIVERSITAS 2                                                      ","50009","CL / CAPITAN GODOY BELTRAN  13 2-1                          ","50002",4,5.2700
2861,"14/5/15 0:00:00","0055",4,"Z-2676-BF","CL / GARCIA ARISTA  11-13                                                   ","50015","CL / EUGENIA BUESO 9                                        ","50002",5,5.3700
2862,"14/5/15 0:00:00","0087",5,"Z-4678-BF","CL / MONASTERIO DE SIRESA 9-11                                              ","50002","CL / SANCHO ARROYO 12                                                       ","50002",10,33.8100
2863,"14/5/15 0:00:00","0011",5,"Z-4678-BF","CL / GARCIA SANCHEZ 15                                                      ","50005","CL / MIGUEL SERVET 177                                      ","50002",3,49.8200
2864,"14/5/15 0:00:00","0079",6,"Z-8113-BK","CL / SANTA OROSIA,  2-4                                                     ","50010","CL / JOSE MANUEL BLECUA 26                                  ","50011",7,34.4400
2865,"14/5/15 0:00:00","0006",6,"Z-8113-BK","CM / DE LOS MOLINOS  94                                                     ","50015","CL / MIGUEL SERET 177                                       ","50002",1,12.2200
2866,"14/5/15 0:00:00","0062",7,"Z-8114-BK","CL / ARGUALAS 18                                            ","50012","CL / BOLOVIA 45                                                             ","50010",5,69.8200
2867,"15/5/15 0:00:00","0020",9,"3851-CBT","AV / COMPROMISO DE CASPE 80                                 ","50002","CL / ESCOSURA 47-49                                                         ","50005",5,210.4700
2868,"15/5/15 0:00:00","0024",1,"8745-CBF","CL / DATO 22                                                                ","50005","CL / COMUNEROS DE CASTILLA 1                                ","50002",3,140.5300
2869,"15/5/15 0:00:00","0070",2,"Z-2345-BJ","CL / VERONICA 10                                                            ","50001","AV / GOMEZ LAGUNA 151-155                                   ","50012",8,202.5200
2870,"15/5/15 0:00:00","0071",3,"Z-2675-BF","CL / AIUM 4                                                 ","50012","CL / COSO 57 3                                                              ","50001",5,5.2600
2871,"15/5/15 0:00:00","0081",3,"Z-2675-BF","AV /  SAN JOSE,  53                                                         ","50008","CL / MARIA MOLINER  25                                                      ","50007",8,5.2800
2872,"15/5/15 0:00:00","0048",3,"Z-2675-BF","CL / DON TEOBALDO 6-8                                                       ","50001","CL / TURCO 14                                               ","50002",10,6.2900
2873,"16/5/15 0:00:00","0044",4,"3851-CBT","CL / DON JAIME,  44                                                         ","50001","CL / MENENDEZ  PELAYO  4                                                    ","50009",1,36.1800
2874,"16/5/15 0:00:00","0028",4,"3851-CBT","CL / FRAY LUIS URBANO,  CASA 23 11                                          ","50002","CL / ITALIA 58                                                              ","50010",5,116.3600
2875,"16/5/15 0:00:00","0002",5,"8745-CBF","CL / FLORA TRISTAN 8 2º B                                                   ","50015","CL / MENDEZ NUÑEZ,  15                                                      ","50002",6,171.5900
2876,"16/5/15 0:00:00","0020",6,"Z-2345-BJ","AV / COMPROMISO DE CASPE 80                                 ","50002","CL / ARIAS 18                                                               ","50010",4,50.4000
2877,"16/5/15 0:00:00","0046",6,"Z-2345-BJ","CL / MONASTERIO DE ALAHON  1-3                              ","50002","CL / MADRE SACRAMENTO  45                                                   ","50004",2,16.0700
2878,"16/5/15 0:00:00","0076",7,"Z-2675-BF","CL / CARRT.MIRALBUENO 277                                   ","50011","CL / LEALTAD 5                                                              ","50007",1,5.0600
2879,"16/5/15 0:00:00","0003",7,"Z-2675-BF","CL / MIGUEL SERVET 177                                      ","50002","AV / GOYS 61 PRIN DR                                                        ","50005",7,5.4800
2880,"16/5/15 0:00:00","0063",7,"Z-2675-BF","AV / DE MONTAÑANA 930                                                       ","50080","CL / VIA HISPANIDAD 61 7 4º A                               ","50012",1,5.0000
2881,"16/5/15 0:00:00","0072",7,"Z-2675-BF","CL / PEDRO II EL CATOLICO 2                                                 ","50002","CL / VIA HISPANIDAD 61 6 1C                                 ","50012",4,5.2100
2882,"16/5/15 0:00:00","0074",7,"Z-2675-BF","CL / FRAY LUIS DE LEON 9 DPO                                ","50011","PZA/ DEL PILAR  12 1 1                                                      ","50003",3,5.0500
2883,"17/5/15 0:00:00","0071",4,"3851-CBT","CL / LAIERRA PURROY 82                                                      ","50007","CL / AIUM 4                                                 ","50012",10,261.1500
2884,"17/5/15 0:00:00","0029",4,"3851-CBT","CL / DOCTOR GRACIA BURDIEL  1                               ","50002","CL / MARIA GUERRERO 27                                                      ","50009",10,215.2700
2885,"17/5/15 0:00:00","0031",5,"8745-CBF","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002","CL / ALMOZARA 16                                                            ","50003",2,25.3900
2886,"17/5/15 0:00:00","0041",5,"8745-CBF","CL / COMPROMISO DE CASPE, 83                                ","50002","CL / CAPITAN ESPONERA 1                                                     ","50004",3,88.8800
